tab delimited	contribution
data_model_version	description
1.0	Downloaded from KdD at 2026-08-14T14:33:34.089Z.
>>>>>>>>>>
tab delimited	kds
contribution_id	rock_types	minerals	element	kd	kd_sigma	kd_low	kd_high	kd_definition	kd_types
142	Basanite	Amphibole	La			0.07	0.17	Solid-Melt	Experimental
142	Basanite	Amphibole	Sr			0.11	0.43	Solid-Melt	Experimental
142	Basanite	Amphibole	Ti			0.87	1.78	Solid-Melt	Experimental
142	Basanite	Amphibole	Sm			0.37	0.7	Solid-Melt	Experimental
142	Basanite	Amphibole	Ho			0.44	0.73	Solid-Melt	Experimental
142	Basanite	Amphibole	Lu			0.32	0.48	Solid-Melt	Experimental
221	Basanite	Mica	Al			1.33	1.643	Solid-Melt	Experimental
221	Basanite	Mica	Ni			68.47	79	Solid-Melt	Experimental
221	Basanite	Mica	Cu			0.09	2.12	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Ca			2.38	2.31	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Ni			8.5	10	Solid-Melt	Experimental
221	Basanite	Mica	Ho			0.0009	0.0001	Solid-Melt	Experimental
221	Basanite	Mica	Lu			0.0017	0.0017	Solid-Melt	Experimental
221	Basanite	Mica	Ag			0.043	0.35	Solid-Melt	Experimental
221	Basanite	Amphibole	Tl			0.23	0.11	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Li			0.27	0.14	Solid-Melt	Experimental
221	Basanite	Amphibole	Pb			0.07	0.05	Solid-Melt	Experimental
221	Basanite	Garnet	Be				0.002	Solid-Melt	Experimental
221	Basanite	Garnet	B			0.006	0.003	Solid-Melt	Experimental
221	Basanite	Garnet	Mg			1.88	2.32	Solid-Melt	Experimental
221	Basanite	Garnet	Ca			0.87	0.91	Solid-Melt	Experimental
221	Basanite	Olivine	Cr			0.64	1.3	Solid-Melt	Experimental
221	Basanite	Olivine	Co			4	6.6	Solid-Melt	Experimental
221	Basanite	Olivine	Cu			1.19	4.1	Solid-Melt	Experimental
221	Basanite	Olivine	Zn			0.88	1.4	Solid-Melt	Experimental
221	Basanite	Olivine	Ge			0.95		Solid-Melt	Experimental
221	Basanite	Mica	Th			0.0004	0.0002	Solid-Melt	Experimental
221	Basanite	Amphibole	Li			0.098	0.09	Solid-Melt	Experimental
221	Basanite	Amphibole	V			3.4	5.7	Solid-Melt	Experimental
221	Basanite	Amphibole	Co			1.88	2	Solid-Melt	Experimental
221	Basanite	Garnet	Co			3.7	3.7	Solid-Melt	Experimental
221	Basanite	Garnet	Zn			1.61	1.63	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Sc			1.63	3.62	Solid-Melt	Experimental
221	Basanite	Garnet	Zr			0.14	0.09	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Co			1.65	1.1	Solid-Melt	Experimental
221	Basanite	Garnet	Nb			0.001	0.002	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Cu			0.47	1.5	Solid-Melt	Experimental
221	Basanite	Garnet	Pb			0.02		Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Ga			0.77	0.34	Solid-Melt	Experimental
221	Basanite	Olivine	B			0.02	0.18	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Ge			3.27	1.52	Solid-Melt	Experimental
221	Basanite	Olivine	Ti			0.011	0.015	Solid-Melt	Experimental
221	Basanite	Amphibole	Cs			0.06	0.003	Solid-Melt	Experimental
221	Basanite	Amphibole	Ba			0.19	0.26	Solid-Melt	Experimental
221	Basanite	Amphibole	Ce			0.09	0.19	Solid-Melt	Experimental
221	Basanite	Amphibole	Y			0.01	0.02	Solid-Melt	Experimental
221	Basanite	Amphibole	Sn			0.72	0.11	Solid-Melt	Experimental
221	Basanite	Olivine	Cs			0.0002	0.0002	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Be			0.07	0.1	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	U	0.0007	0.0003			Solid-Melt	Experimental
221	Basanite	Olivine	La			0.0001	0.0001	Solid-Melt	Experimental
221	Basanite	Mica	Li			0.21	0.19	Solid-Melt	Experimental
221	Basanite	Garnet	Cs			0.0001	0.001	Solid-Melt	Experimental
221	Basanite	Mica	Ti			0.79	1.02	Solid-Melt	Experimental
221	Basanite	Garnet	Ba			0.0002	0.002	Solid-Melt	Experimental
221	Basanite	Amphibole	Mg			2.02	2.54	Solid-Melt	Experimental
221	Basanite	Amphibole	Al			1.03	0.89	Solid-Melt	Experimental
221	Basanite	Amphibole	P			0.019	0.03	Solid-Melt	Experimental
221	Basanite	Amphibole	Ca			1.22	1.32	Solid-Melt	Experimental
221	Basanite	Amphibole	Sc			1.59	2.86	Solid-Melt	Experimental
221	Basanite	Amphibole	Cd			0.29	0.09	Solid-Melt	Experimental
221	Basanite	Amphibole	In			1.09	2.54	Solid-Melt	Experimental
221	Basanite	Amphibole	Nd			0.2	0.37	Solid-Melt	Experimental
221	Basanite	Amphibole	Sm			0.3	0.54	Solid-Melt	Experimental
221	Basanite	Amphibole	Tm			0.36	0.51	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Th			0.007	0.007	Solid-Melt	Experimental
221	Basanite	Amphibole	Cr			7	21	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Sc	0.64				Solid-Melt	Experimental
221	Basanite	Amphibole	Ge			1.61	1.19	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Ni	11.3	1.7			Solid-Melt	Experimental
221	Basanite	Mica	Cr			3.3	6.2	Solid-Melt	Experimental
221	Basanite	Amphibole	Zr			0.13	0.31	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Zn	0.66	0.03			Solid-Melt	Experimental
221	Basanite	Mica	Co			2.25	3.1	Solid-Melt	Experimental
221	Basanite	Amphibole	Ag			3.01	1.45	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	In			3.33	1.02	Solid-Melt	Experimental
221	Basanite	Mica	Ge			0.51	1.08	Solid-Melt	Experimental
221	Basanite	Mica	Cs			2.26	3.2	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Sb				0.0044	Solid-Melt	Experimental
221	Basanite	Mica	Y			0.003		Solid-Melt	Experimental
221	Basanite	Mica	Nd			0.0009	0.0002	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Sm			0.22	0.42	Solid-Melt	Experimental
221	Basanite	Mica	Zr			0.012	0.011	Solid-Melt	Experimental
221	Basanite	Mica	Yb			0.035	0.035	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Hf			0.12	0.42	Solid-Melt	Experimental
221	Basanite	Mica	Hf			0.015	0.016	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Tb	0.03	0.002			Solid-Melt	Experimental
221	Basanite	Mica	Zn			0.52	0.52	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Ho	0.048	0.002			Solid-Melt	Experimental
221	Basanite	Mica	Rb			5	7.5	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Hf	0.017	0.002			Solid-Melt	Experimental
221	Basanite	Mica	Ta			0.062	0.078	Solid-Melt	Experimental
221	Basanite	Mica	Cd			0.05	0.02	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Ta	0.0008	0.0002			Solid-Melt	Experimental
221	Basanite	Mica	Tl			3.03	5.2	Solid-Melt	Experimental
221	Basanite	Mica	In			0.14	0.3	Solid-Melt	Experimental
221	Basanite	Mica	U			0.0033	0.0002	Solid-Melt	Experimental
221	Basanite	Garnet	Sc			4.01	5.79	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Th	0.0005	0.0002			Solid-Melt	Experimental
221	Basanite	Amphibole	Be			0.14	0.18	Solid-Melt	Experimental
221	Basanite	Garnet	V			1.92	1.93	Solid-Melt	Experimental
221	Basanite	Mica	Mg			2.19	2.88	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Pb		0.0001			Solid-Melt	Experimental
221	Basanite	Garnet	As			0.18	0.13	Solid-Melt	Experimental
221	Basanite	Mica	P			0.003	0.0041	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Ge	1.36	0.07			Solid-Melt	Experimental
221	Basanite	Mica	B			0.024	0.097	Solid-Melt	Experimental
221	Basanite	Amphibole	Ta			0.083	0.24	Solid-Melt	Experimental
221	Basanite	Mica	Ca			0.0065	0.01	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Sn	0.015	0.003			Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Ti			0.19	0.46	Solid-Melt	Experimental
221	Basanite	Garnet	P			0.034	0.03	Solid-Melt	Experimental
221	Basanite	Mica	V			1.55	2.5	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Rb				0.00008	Solid-Melt	Experimental
221	Basanite	Mica	Ce			0.0003	0.00006	Solid-Melt	Experimental
221	Basanite	Garnet	Sn			0.86	0.5	Solid-Melt	Experimental
221	Basanite	Garnet	Ni			4.93	8.78	Solid-Melt	Experimental
221	Basanite	Garnet	Sb				10	Solid-Melt	Experimental
221	Basanite	Garnet	Cu			0.69	0.41	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Tl		0.01			Solid-Melt	Experimental
221	Basanite	Clinopyroxene	B			0.02	0.17	Solid-Melt	Experimental
221	Basanite	Garnet	Ga			1.02	1	Solid-Melt	Experimental
221	Basanite	Garnet	Ge				0.55	Solid-Melt	Experimental
221	Basanite	Garnet	Y			0.19	0.267	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Ta			0.0022	0.021	Solid-Melt	Experimental
221	Basanite	Garnet	Mo			0.003	0.003	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Pb			0.008	0.008	Solid-Melt	Experimental
221	Basanite	Garnet	Ag			0.22	0.07	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Al	0.43	0.02			Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Mg			2.11	2.14	Solid-Melt	Experimental
221	Basanite	Garnet	La			0.0005	0.002	Solid-Melt	Experimental
221	Basanite	Olivine	Tm			0.0091	0.018	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	V			4.83	5.7	Solid-Melt	Experimental
221	Basanite	Garnet	Tb			1.18	1	Solid-Melt	Experimental
221	Basanite	Olivine	Lu			0.024	0.041	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Zn			0.69	0.25	Solid-Melt	Experimental
221	Basanite	Garnet	Ho			2.66	2.75	Solid-Melt	Experimental
221	Basanite	Olivine	Hf			0.0008	0.004	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	As			0.31	0.0075	Solid-Melt	Experimental
221	Basanite	Olivine	P			0.038	0.05	Solid-Melt	Experimental
221	Basanite	Olivine	Ta			0.0002	0.0004	Solid-Melt	Experimental
221	Basanite	Amphibole	Cu			1.1	1.8	Solid-Melt	Experimental
221	Basanite	Olivine	V			0.15	0.23	Solid-Melt	Experimental
221	Basanite	Olivine	Bi			0.0024		Solid-Melt	Experimental
221	Basanite	Amphibole	Zn			0.33	0.41	Solid-Melt	Experimental
221	Basanite	Olivine	Ga			0.005	0.012	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Y			0.34	0.51	Solid-Melt	Experimental
221	Basanite	Amphibole	Ga			0.6	0.68	Solid-Melt	Experimental
221	Basanite	Olivine	Sr			0.00002	0.001	Solid-Melt	Experimental
221	Basanite	Olivine	Zr			0.001	0.002	Solid-Melt	Experimental
221	Basanite	Amphibole	Sr			0.24	0.42	Solid-Melt	Experimental
221	Basanite	Olivine	Y				0.003	Solid-Melt	Experimental
221	Basanite	Olivine	Ag			0.001	0.008	Solid-Melt	Experimental
221	Basanite	Olivine	Nb			0.00007	0.00007	Solid-Melt	Experimental
221	Basanite	Olivine	Cd			0.03	0.04	Solid-Melt	Experimental
221	Basanite	Olivine	Mo			0.001	0.0007	Solid-Melt	Experimental
221	Basanite	Olivine	Sn			0.002	0.014	Solid-Melt	Experimental
221	Basanite	Mica	Sm			0.0007	0.0007	Solid-Melt	Experimental
221	Basanite	Olivine	In			0.09	0.2	Solid-Melt	Experimental
221	Basanite	Olivine	Sb			0.0004	0.0001	Solid-Melt	Experimental
221	Basanite	Mica	Tm			0.0014	0.0005	Solid-Melt	Experimental
221	Basanite	Amphibole	Ni			32	18	Solid-Melt	Experimental
221	Basanite	Olivine	Sm			0.001	0.002	Solid-Melt	Experimental
221	Basanite	Mica	W			0.0014	0.0006	Solid-Melt	Experimental
221	Basanite	Amphibole	As			0.044	0.02	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Mo			0.016	0.012	Solid-Melt	Experimental
221	Basanite	Amphibole	B			0.074	0.05	Solid-Melt	Experimental
221	Basanite	Amphibole	Nb			0.069	0.21	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Cs			0.0002	0.00007	Solid-Melt	Experimental
221	Basanite	Amphibole	Ti			0.72	1.35	Solid-Melt	Experimental
221	Basanite	Garnet	Bi					Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Ba			0.0003	0.00015	Solid-Melt	Experimental
221	Basanite	Mica	Nb			0.055	0.07	Solid-Melt	Experimental
221	Basanite	Olivine	Mg			0.001	0.001	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Tb			0.33	0.56	Solid-Melt	Experimental
221	Basanite	Mica	Mo			0.046	0.03	Solid-Melt	Experimental
221	Basanite	Olivine	Al			0.002	0.006	Solid-Melt	Experimental
221	Basanite	Garnet	Hf			0.11	0.06	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Cd			0.53	0.71	Solid-Melt	Experimental
221	Basanite	Amphibole	Sb			0.016	0.007	Solid-Melt	Experimental
221	Basanite	Garnet	Ta			0.0017	0.0022	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	La			0.03	0.07	Solid-Melt	Experimental
221	Basanite	Amphibole	La			0.05	0.11	Solid-Melt	Experimental
221	Basanite	Garnet	Th			0.0008	0.0014	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Ce			0.057	0.12	Solid-Melt	Experimental
221	Basanite	Amphibole	Tb			0.4	0.64	Solid-Melt	Experimental
221	Basanite	Garnet	U			0.0036	0.0035	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Tm			0.33	0.48	Solid-Melt	Experimental
221	Basanite	Olivine	U			0.0003	0.0003	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Cu	2.8				Solid-Melt	Experimental
221	Basanite	Garnet	Cd			1.5	2.164	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Al			0.58	0.32	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Sr			0.104	0.113	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Zr	0.0099	0.0005			Solid-Melt	Experimental
221	Basanite	Garnet	In			10.3	87	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	P			0.02	0.018	Solid-Melt	Experimental
221	Basanite	Amphibole	Bi			0.14	0.49	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Tm	0.071	0.003			Solid-Melt	Experimental
221	Basanite	Garnet	Ce			0.0027	0.003	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Cr			8.49	26	Solid-Melt	Experimental
221	Basanite	Olivine	Sc			0.22	0.32	Solid-Melt	Experimental
221	Basanite	Garnet	Sm			0.17	0.12	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Bi	0.001				Solid-Melt	Experimental
221	Basanite	Olivine	Ce			0.0001	0.001	Solid-Melt	Experimental
221	Basanite	Mica	Ga			0.66	0.81	Solid-Melt	Experimental
221	Basanite	Olivine	Nd			0.0005	0.003	Solid-Melt	Experimental
221	Basanite	Mica	As			0.03	0.03	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Ho			0.35	0.55	Solid-Melt	Experimental
221	Basanite	Olivine	Tb			0.001	0.004	Solid-Melt	Experimental
221	Basanite	Mica	Sr			0.16	0.178	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Yb			0.25	0.47	Solid-Melt	Experimental
221	Basanite	Olivine	Ho			0.0031	0.009	Solid-Melt	Experimental
221	Basanite	Mica	Sn			0.05	0.28	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Lu			0.31	0.43	Solid-Melt	Experimental
221	Basanite	Garnet	Ti			0.2	0.15	Solid-Melt	Experimental
221	Basanite	Mica	Sb			0.0013	0.005	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Tl					Solid-Melt	Experimental
221	Basanite	Garnet	Cr			8.1	36	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	U			0.006	0.006	Solid-Melt	Experimental
221	Basanite	Garnet	Sr			0.0005	0.002	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Be	0.06	0.02			Solid-Melt	Experimental
221	Basanite	Amphibole	U			0.0039	0.008	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	B				0.0003	Solid-Melt	Experimental
221	Basanite	Garnet	Li			0.041	0.035	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Mg	3.4	0.12			Solid-Melt	Experimental
221	Basanite	Garnet	Tl					Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Ca	0.19				Solid-Melt	Experimental
221	Basanite	Olivine	Li			0.29	0.42	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	V	1.65	0.06			Solid-Melt	Experimental
221	Basanite	Olivine	Ni			32	47	Solid-Melt	Experimental
221	Basanite	Olivine	Rb			0.0004	0.0004	Solid-Melt	Experimental
221	Basanite	Olivine	Yb			0.05	0.05	Solid-Melt	Experimental
221	Basanite	Olivine	Th			0.0002	0.0003	Solid-Melt	Experimental
221	Basanite	Amphibole	Yb			0.27	0.44	Solid-Melt	Experimental
221	Basanite	Mica	Be			0.07	0.037	Solid-Melt	Experimental
221	Basanite	Mica	Sc			0.16	0.247	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Bi			0.018	0.037	Solid-Melt	Experimental
221	Basanite	Garnet	Nd			0.028	0.02	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Li	0.28	0.02			Solid-Melt	Experimental
221	Basanite	Garnet	Tm			4.24	5.26	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Ga	0.38	0.02			Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Cr	7.78	0.65			Solid-Melt	Experimental
221	Basanite	Garnet	Yb			5	6.25	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Y	0.046	0.003			Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Co	2.06	0.08			Solid-Melt	Experimental
221	Basanite	Garnet	Lu			5.5	8.03	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Ag				0.008	Solid-Melt	Experimental
221	Basanite	Amphibole	W			0.0011	0.0025	Solid-Melt	Experimental
221	Basanite	Amphibole	Th			0.0035	0.009	Solid-Melt	Experimental
221	Basanite	Garnet	Al			1.97	2.01	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Zr			0.06	0.2	Solid-Melt	Experimental
221	Basanite	Garnet	W			0.0007	0.0021	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Nb			0.0012	0.005	Solid-Melt	Experimental
221	Basanite	Olivine	Be			0.003		Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Nd	0.004	0.0007			Solid-Melt	Experimental
221	Basanite	Olivine	Ca			0.007	0.02	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	W	0.0002	0.0001			Solid-Melt	Experimental
221	Basanite	Amphibole	Ho			0.41	0.61	Solid-Melt	Experimental
221	Basanite	Amphibole	Lu			0.3	0.44	Solid-Melt	Experimental
221	Basanite	Amphibole	Hf			0.27	0.59	Solid-Melt	Experimental
221	Basanite	Mica	Ba			3.1	4.1	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Sb	0.0011	0.0002			Solid-Melt	Experimental
221	Basanite	Mica	La			0.0004	0.0004	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	La	0.0006	0.0001			Solid-Melt	Experimental
221	Basanite	Mica	Tb			0.0007	0.0001	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Ce	0.0017	0.0002			Solid-Melt	Experimental
221	Basanite	Amphibole	Rb			0.26	0.1	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Yb	0.077	0.035			Solid-Melt	Experimental
221	Basanite	Amphibole	Mo			0.0272	0.06	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	As				0.006	Solid-Melt	Experimental
221	Basanite	Mica	Pb			0.089	0.096	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Rb	0.0038	0.0004			Solid-Melt	Experimental
221	Basanite	Mica	Bi			0.016	0.13	Solid-Melt	Experimental
221	Basanite	Garnet	Rb			0.0003	0.002	Solid-Melt	Experimental
221	Basanite	Olivine	As			0.002	0.009	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Sr	0.0019	0.0001			Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Nb	0.0007	0.0001			Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Mo	0.0039	0.0003			Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Cd	0.48	0.08			Solid-Melt	Experimental
221	Basanite	Orthopyroxene	In	0.24	0.01			Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Ag			0.035	0.07	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Sn			1	0.037	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	Nd			0.13	0.27	Solid-Melt	Experimental
221	Basanite	Clinopyroxene	W			0.0006	0.00014	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Cs	0.0009	0.0002			Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Ba	0.0036	0.0003			Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Sm	0.011				Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Lu	0.09	0.004			Solid-Melt	Experimental
221	Basanite	Olivine	W			0.0003	0.0001	Solid-Melt	Experimental
221	Basanite	Olivine	Tl			0.01		Solid-Melt	Experimental
221	Basanite	Olivine	Pb			0.001	0.001	Solid-Melt	Experimental
221	Basanite	Orthopyroxene	P	0.007	0.002			Solid-Melt	Experimental
221	Basanite	Orthopyroxene	Ti	0.1				Solid-Melt	Experimental
221	Basanite	Olivine	Ba			0.0001	0.0001	Solid-Melt	Experimental
